;PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11;PC12;PC13;PC14;PC15;PC16;PC17;PC18;PC19;PC20
111;-0.054966718645358306;-0.051251567166827376;0.18869422671118274;0.02912341152177035;0.0800863531347231;-0.11361412280436094;0.14061095284867614;-0.25835627253074733;0.10218362721609124;0.1435684948327305;-0.06521022521233488;0.14572017436300644;0.10508329496562557;0.005829446860797408;-0.08464379315007346;-0.05776322620430323;0.037575396100457736;0.04474385860144956;0.2951403695786826;-0.22235696121186008
112;0.04671247091730343;-0.0022845783411516133;0.10241271576179799;0.1425040800344056;0.2971272898021429;0.004335250032544971;-0.1334178298319536;-0.0821355998323462;-0.11191077930100242;0.22742413467321113;-0.19541616927450067;0.04196154839704702;0.1473324628392903;0.08068595567206817;0.04708012152799021;0.020726171832402024;0.15799933220678541;0.024539262313441813;-0.08625329445624061;-0.0031788681242250413
113;-0.01211146667454397;-0.05026768884573509;0.05001651629607648;0.14122660645987115;-0.03653513362519619;-0.15809084325671874;0.26293999879054547;0.22725887016862575;0.13015743259288112;-0.28433460748057665;0.1848829963759287;-0.06003260884246679;0.12753793637000543;-0.021774483713414318;-0.21069262469188174;0.07422994028574269;-0.06635156159696393;0.12037719274678371;0.005182684762420023;-0.00431246860822336
114;0.03604231173035391;-0.03837424303832649;0.1341380247645887;0.23821173713724034;0.2584129701937697;-0.10964733666324492;0.06143358372233859;0.08488813599274116;-0.013541299378757525;0.013244077436333178;-0.054163557450981184;-0.0030060687677296374;0.23298461245451785;0.06164040978999248;-0.10655374137265902;0.0732945006762854;0.10363474089830232;0.11016730180346351;-0.07891871533642711;-0.006150372718187613
115;0.044094256531255135;0.035476074148531184;-0.1426116506766345;0.03883724992176178;0.025887924819207916;0.06710202143229464;-0.13725601289392345;0.27893740448907;0.007955296825802212;-0.12256195589076688;0.054484242343915315;-0.10053528949268209;-0.42297097488732815;-0.02471801303074704;0.2754592258581968;-0.23167495212349865;-0.18421765481976546;-0.058735749070005644;0.017088827383901155;-0.25272081311738726
117;-0.047092255459664355;-0.20541068192025783;-0.16929084891380786;-0.006637967056377819;0.06763778404677792;-9.170721681695828e-05;0.01922744399222541;0.04924282724680437;-0.023554394140539496;0.0522407600898061;0.004082839729054481;0.04085169171059989;0.0023401677009201646;-0.030615427418313617;0.021551316997243823;-0.02281693461667325;0.005509474187988615;-0.01927193961310649;-0.00588655540247747;0.040503985459281244
118;-0.04707893625471932;-0.2054186764434275;-0.16930188786232706;-0.006583630232660142;0.06757309206779973;-0.0001763917383823851;0.019298809020878435;0.049259568504617754;-0.02353857074710513;0.05232145997543286;0.003972509712534991;0.04068527908968132;0.0022591250998845354;-0.030444750762779693;0.02148125740383425;-0.022577414570393275;0.005346586750634156;-0.019228049398561122;-0.006060556767363896;0.040452161065639924
119;-0.047078936254719365;-0.20541867644342748;-0.16930188786232708;-0.006583630232660135;0.06757309206779967;-0.00017639173838234878;0.019298809020878372;0.049259568504617705;-0.023538570747105098;0.05232145997543285;0.003972509712534992;0.040685279089681364;0.002259125099884471;-0.030444750762779686;0.021481257403834234;-0.022577414570393382;0.005346586750634236;-0.019228049398561268;-0.0060605567673638824;0.04045216106563988
120;-0.04707893625471935;-0.20541867644342746;-0.16930188786232714;-0.006583630232660165;0.06757309206779966;-0.00017639173838238044;0.019298809020878445;0.04925956850461777;-0.023538570747105105;0.052321459975432895;0.003972509712535044;0.04068527908968131;0.0022591250998845354;-0.030444750762779818;0.021481257403834338;-0.022577414570393195;0.005346586750634159;-0.019228049398561042;-0.006060556767363848;0.04045216106563999
121;0.059364693760158016;-0.18802983018220606;0.08661067548721725;-0.00023141800782962987;0.015518644382453125;0.13674248595243255;-0.030754551054749297;0.020967829366144962;0.19989742513655162;0.08555401340525415;-0.02250723263889864;0.03726410248712664;-0.1497189755864287;0.09623347842260341;-0.1305475882952457;-0.04439832281158197;0.04752834685940384;-0.04976427749943417;-0.14932878211367942;0.21477686449439473
122;0.17220628822855344;-0.024834805392277132;-0.09645686671939432;-0.10920412349621265;-0.004332648270710861;-0.0434529908790259;0.08158065091788372;-0.038242288163045715;0.006984786407467048;0.043593925903311716;-0.008520838560733407;-0.11202898146299113;0.1211677712402853;0.0030348788723944062;-0.060624153062509595;0.09958058927670026;-0.049132927178346796;-0.01540122403827074;-0.035272637057806235;-0.20010416596908231
123;0.17239280170077473;-0.08390852337258585;-0.05712706894429467;-0.09701355114402697;0.0012592549938645024;0.006417365440725143;0.06229813340883351;-0.027046442142572152;0.07196757138397508;0.06684355479223295;-0.014968630122732932;-0.08718373034021894;0.05829384868042586;0.03435608279957665;-0.09676498376041172;0.07378526555468377;-0.02797921969494504;-0.030043573292886608;-0.08044344031565359;-0.10696633879657398
124;0.05936435419955656;-0.18803084169747325;0.08660828835351013;-0.0002313003348922602;0.015515928528935262;0.13674104153844485;-0.03075126659959994;0.020968650248397665;0.1998968514483566;0.08555347492348;-0.02251150567674355;0.03726358812328334;-0.14972315580054502;0.0962387252585585;-0.13054922291817297;-0.044400168684512714;0.047529931879863145;-0.04976619610196445;-0.14933056945461212;0.21477012582460112
125;0.11669342423528992;0.08225956578790732;-0.18844667446102598;-0.05055610185456169;-0.04290389227294681;-0.008779784284987248;-0.06607293341959797;0.20370284431729827;0.0485192743933596;0.043146647489810425;-0.09350236959272862;-0.037982544176402414;0.02441706022128836;0.13511612148367103;-0.21448315033979978;0.07299788638736886;0.039437750698953764;-0.03268551700810012;0.06216030385256744;-0.056070073647982166
126;0.15786479450281563;-0.13305808293167654;0.03378259444602818;-0.05764150319907031;0.029665027404161368;0.0627296720943237;0.051118954750267294;-0.03533394133518275;0.10869962225710991;0.07393976949127115;0.03237711494639216;0.04835215044112402;-0.007221990264909092;-0.017175660255990887;0.0227968642809268;-0.036947659599033296;-0.057413089443684666;0.022636508962207966;-0.0620555360606342;0.0716029040011693
127;0.05933766777777293;0.074250076628227;-0.180800960657897;-0.03648124083744592;0.07111209623737041;-0.18956516841580515;0.03046050024453694;-0.1631427085473386;-0.09074453602968922;-0.10506201578349679;0.01468356177399251;-0.31841758561414146;-0.08973403920326264;0.06096002425599959;-0.04228729208048346;-0.015549476326811133;0.16594297978356307;-0.10861437490077158;0.14324605933986737;0.2545677467263345
